Probe	hour1	hour6	hour24	day2	day7
GATA1	-0.234944	-0.103605	-0.00242799999999921	0.345766999999999	-0.132499
MBNL1	0.942212	0.170544	0.0570630000000003	-1.2106715	0.185192
SCRN3	0.288765	0.062627	-0.271221000000001	-0.659753	0.60197
DUSP19	0.445744	0.823371	0.0571419999999998	0.00998750000000026	-0.3412
APOL4	0.179338	0.194835	0.00986799999999999	0.2277735	-0.281865
ELAVL3	-0.112669	0.219114	-0.269472	0.148838	-0.0104550000000003
GDPD1	-0.255506	-0.158374	-0.416828	-0.0925719999999997	0.193449
CAPRIN2	-0.238245	-0.330727	0.239062	-0.30685	-0.112491
ZMAT3	0.492041	1.560751	-0.203234	-1.151111	0.155478
AGK	0.0450789999999999	-0.000871000000000066	-0.117344	-0.0716444999999997	0.125299
MBD1	-0.0689829999999994	0.371852000000001	-0.235723999999999	-0.9080135	0.312358
G6PC	0.255557	-0.308564	0.156766999999999	-0.247846500000001	0.191875
ZAP70	0.0796989999999997	-0.0509889999999995	-0.303391	0.349533500000001	0.0441069999999995
SAE1	0.273510999999999	0.672967	-0.495919000000001	-0.692287499999999	0.228173
PTGIR	0.0431179999999998	0.251919999999999	0.252488	-0.000179000000000151	-0.181508999999999
SSH1	0.136897	-0.233031	-0.0308649999999995	-0.222433000000001	-0.611409
SLAMF1	-0.0105199999999996	0.243679999999999	0.160086	0.174760999999999	0.117989000000001
C21orf67	-0.199221	0.111820000000001	-0.043444	0.0964354999999992	0.214618000000001
HAVCR2	0.0407690000000001	0.0698659999999993	0.114673	0.156369000000001	0.0156289999999997
HAVCR2	-0.331129	-0.097248	0.150782	0.0689690000000001	0.084578
RAB34	0.177251999999999	0.711397	-0.495795999999999	-0.322003500000001	-0.474770999999999
PIK3IP1	-0.088578	-0.117828	-0.0975929999999998	0	-0.266743
LILRA5	0.121317	0.288543	0.0757819999999998	0.0880544999999997	-0.257242
CD300LG	0.425962	-0.305123	0.369757	0.353526	0.297715
SAMSN1	-0.0266409999999997	0.00149400000000011	0.0474289999999997	0.0115779999999996	-0.0289819999999996
RBM14	0.562515	0.23668	-1.082755	-0.572052	-0.250001
DAOA	-0.134288	0.388121	0.305748	-0.101095	-0.232328
LILRA5	-0.267022	-0.123478	0.196159	0.0106980000000001	-0.162854
FOXP2	-0.0089100000000002	-0.08026	0.048546	-0.1170435	0.093493
FOXP2	-0.0197769999999999	-0.0612919999999999	0.101461	0.0863130000000001	-0.366058
KLHL17	0.060562	0.180686	-0.0699639999999997	0.0628445000000006	-0.0923059999999998
OR10A5	-0.0270669999999997	0.079218	0.067882	0.1631825	0.133465
MT-ND5	0.0905860000000001	1.356717	-0.230395	-0.104363500000002	-0.506567
OR10A4	0.0293840000000003	0.232301	-0.0226170000000003	-0.0640434999999995	0.263395999999999
CD300LG	-0.115286	0.0364509999999996	-0.0786910000000001	0.141530499999999	0.0884710000000002
TREML1	0.102348999999999	-0.126515	0.233872000000001	-0.2599585	0.089836
OR8D1	0.184405	0.328409	0.211675000000001	-0.288333000000001	0.168296000000001
DAOA	-0.153976	0	-0.178921	0.287339000000001	0
PARK2	-0.229597	0.367091	-0.0134979999999998	0.0712110000000004	-0.289345
ICA1L	0.192742	-0.0727289999999998	0.197595	0.0013519999999998	0.548023
KRTAP2-3	-0.0271079999999997	0.034964	0.338035	0.182321	0.026764
BLID	0.152329	0.187497	0.545962	-0.0514234999999998	0.666378
GSX1	-0.00413499999999978	0.135502	-0.082678	-0.0402785000000003	0.112422
SMC1A	0.26003	0.136975	-0.214596	-0.546657	0.2319
ST3GAL3	0	0.278405999999999	-0.0680739999999993	0.304235500000001	0.431204
RTN4IP1	0.364747	0.260364	-0.018999	-0.1713005	0.249314
SMOX	0.0900910000000001	0.604164	-0.667009	-1.000363	0.495821000000001
OTUB2	-0.0406360000000001	0.278733	0.266137000000001	0.2960235	-0.000941000000000081
CLEC4C	0.0605789999999997	-0.163958	0.0817209999999999	0.253755	-0.0136349999999998
SLA2	0	0.0816859999999995	-0.00601300000000027	0.131034499999999	-0.0112189999999996
CD80	0	0.226142	-0.208251	-0.0677510000000003	-0.151503
KLRK1	-0.221134	0.327451	0.222648	0.0864119999999997	0.08887
KCNIP3	-0.00367300000000004	0.187652	0.0599179999999997	0.0917085000000002	-0.226693
CLRN1	0	-0.0168540000000004	0.148772	0.1568805	0.0892859999999995
ST3GAL3	-0.00596300000000038	-0.540725	0.0303829999999996	-0.1373915	0.236449
ST3GAL3	0.00485900000000017	0.334225	-0.143887	0.3461675	-0.351173
CMTM3	0.452958000000001	1.15663	-0.389054999999999	-0.201287000000001	-0.451365
OFCC1	0	-0.135957	0.306994	0.208833	0.232505
HRH3	0.115855000000001	0.210586	-0.0627339999999998	0.206037999999999	0.00681499999999957
CXADR	0.201694	0.2305	0.228306	-0.313991000000001	0.315631
C3orf15	-0.0351919999999999	0.0473300000000001	-0.154863	0.0739165000000002	-0.444564
TAGLN	0.263064	2.454071	-1.091615	-0.648759999999999	-0.613065
RGS5	-0.194329999999999	0.197643	-0.144774999999999	-0.298862999999999	0.00536099999999973
MS4A4A	-0.0362659999999999	0.0384259999999998	0.110854	-0.0490029999999999	-0.0300199999999999
CD209	-0.435424	0.293711999999999	-0.0897580000000007	0.1119895	-0.0918739999999998
CFL1	0.445893999999999	1.216067	-0.850726	-0.764405	-0.306837999999999
AP1S3	0.533895	0.299387	-0.0240460000000002	-0.856573	0.522271
AP1S3	0.619659	0.146463	0.228143	-0.923030000000001	0.553147
AP1S3	0.682553	0.41842	-0.189171	-0.674075	0.515609
BAP1	0.4154	0.510472	-0.879617	-0.4692245	-0.533181000000001
AGTRAP	0.348318999999999	0.871948	-0.528485	-0.423582000000001	-0.301889
KLK4	-0.111094	-0.04678	0.0227319999999995	0.301076999999999	-0.0652650000000001
CMTM1	-0.0928069999999996	0.636057	-0.268505	0.0266190000000002	-0.166429
CKLF	-0.0928069999999996	0.636057	-0.268505	0.0266190000000002	-0.166429
MRAP	-0.023574	0.333477	-0.019949	0.180632	-0.0830150000000001
MRAP	0	-0.457968000000001	0.203354	0.112676	-0.021798
LYZ	0.166251	-0.211358	-0.299562	0.247402	0.300521
SF1	-0.0143689999999999	-0.273953	-0.139798	-0.1901155	-0.0586479999999998
GEMIN7	0.353054	0.600555	-0.282558	0.0429519999999997	-0.0169740000000012
STH	0.0920310000000004	-0.1475	-0.137885000000001	0.0879124999999998	-0.0541969999999994
ATN1	0.00891999999999982	-0.407598	-0.090141	-0.0410165000000005	0.280246
CLEC7A	-0.215554	-0.625775	0.0830440000000001	-0.0910250000000001	0.114407
CDKN3	0.156853	0.221647000000001	-0.070920000000001	0.0561089999999993	0.262855
CCL5	-0.230189999999999	0.0482589999999998	0.147921999999999	0.2386045	-0.138158
RBM15	0.0862429999999996	-0.237032	-0.00158399999999936	-0.200037499999999	0.398741
RBM15	0.0190710000000003	-0.142863	0.377468	0.1574295	0.625714
MKL1	-0.190421	-0.524226	0.367690000000001	0.00823850000000004	0.255394
TIMM10	0.145845	0.307129999999999	0.0146689999999996	0.137209	0.346063000000001
GNG4	0.206395000000001	-0.171672999999999	-0.0388340000000005	-0.212071	0.0751140000000001
GNG2	0.119093	0.069334	-0.138921	-0.0158754999999999	0.230706
CDC25A	0.10198	-0.570991	0.148071	-0.3343025	0.0116620000000003
BPIFC	0.0364709999999997	0.0132779999999997	0.032597	0.0933210000000004	0.254744
ZAR1	-0.0620249999999998	0.188277	0	0.109905	-0.400266
ZAR1	0.0341100000000001	0.258911	-0.451549	-0.0961679999999996	0.221999
POSTN	-0.0980379999999998	-0.114406	-0.105336	0.0821969999999999	0.215883
CD79A	0.125815	0.185025	-0.0609200000000003	-0.0939839999999998	0.184182
FAM35B	0.445538000000001	0.689738999999999	-0.0871420000000001	-0.0340969999999992	-0.168232
FAM35B2	0.445538000000001	0.689738999999999	-0.0871420000000001	-0.0340969999999992	-0.168232
RHEB	0.445538000000001	0.689738999999999	-0.0871420000000001	-0.0340969999999992	-0.168232
PQLC2	0.437084	0.944352	-0.313028	0.14232	-0.0185560000000002
PQLC2	0.0840830000000006	0.358374	-0.141482	-0.0620724999999993	-0.662042
IRAK1	0.584172000000001	1.115981	-0.826841	-0.61495	-0.0953720000000002
XRN1	0.217407	-0.286077	0.347392	-0.337657	-0.121836
C11orf63	0	0.0699860000000001	-0.266341	-0.1781255	0.0198489999999998
TRIB3	0.224576	0.324868	-0.366327999999999	-0.646063	0.0191979999999994
PHF23	0.19918	0.862804	-0.511809	-0.573976499999999	0.124325000000001
TMEM192	-0.0886259999999996	0.288474	0.199297	-0.347868	0.175751
CCDC116	0.0795769999999996	-0.0185529999999998	0.0917689999999993	0.211739	-0.028842
ZFP82	0.0745399999999998	0.24527	0.177478	-0.0778670000000004	0.250076
ARPC5	0.462630000000001	1.215615	-0.0749129999999987	-0.460804	0.566213
FCRL5	-0.194637999999999	0.188358	-0.113132	0.434356500000001	0.012276
ZNF385B	0.0234080000000003	-0.00589499999999976	-0.0131109999999999	0.181033	-0.0523199999999999
ZNF385B	-0.198597	0.067148	-0.385979	0.051898	0.146139
C11orf57	0.468171	0.470454	-0.0450239999999997	-0.159534	-0.0670389999999994
YSK4	0.118574	0	-0.331822	-0.0501669999999996	-0.032206
MOG	-0.336726000000001	0.26025	-0.224631	0.2139295	0.203215
EXD2	0.581183	-0.0579210000000003	-0.446892	-0.591930499999999	0.67323
ARHGDIB	0.0530989999999996	0.746197	-0.486374000000001	-0.1071955	-0.162347
RHOA	0.596653	0.967326	-0.618442	-0.671480500000001	0.716986
L3MBTL2	0.223472	0.184559999999999	-0.552315	-0.615996999999999	0.120347000000001
SAMD14	0.064095	-0.20916	-0.227645	0.122335	-0.162524
MKS1	0.346556	-0.257912	-0.0613299999999999	-0.1397775	0.0866720000000001
AKT1S1	0.285591	0.408613	-0.514619	-0.9150105	-0.643859
FAM138E	0.117112000000001	-0.0662859999999998	0.0789480000000005	0.0615474999999996	0
FAM138B	0.117112000000001	-0.0662859999999998	0.0789480000000005	0.0615474999999996	0
FAM138A	0.117112000000001	-0.0662859999999998	0.0789480000000005	0.0615474999999996	0
FAM138F	0.117112000000001	-0.0662859999999998	0.0789480000000005	0.0615474999999996	0
FAM138C	0.117112000000001	-0.0662859999999998	0.0789480000000005	0.0615474999999996	0
PACS2	0.0123920000000002	0.458684999999999	-0.116819999999999	-0.0632699999999993	-0.0839529999999993
PACS2	-0.0281380000000002	0.291465	-0.107885	0.0696209999999997	-0.211098
CCNL1	0.3611	-0.168314	0.160567	-0.28464	-0.550326
ESYT2	0.564144999999999	0.00778799999999968	-0.271613	-0.1479575	0.126141
ESYT2	0.661678	0.901032	-0.375439	-1.077596	0.54543
LRRC41	0.492855	0.337246	-0.524264	-0.647927000000001	-0.526142
KLF6	0.271803	0.523467	-0.185792000000001	0.4413085	0.438953000000001
IRGQ	0.119162000000001	0.693118	-0.230895	-0.0415975	-0.210208
POLR2B	-0.0247209999999995	-0.153341000000001	0.413902999999999	-0.352032999999999	0.179855999999999
C3orf79	-0.101383	-0.0440239999999998	0.123017	-0.0109940000000002	-0.088444
C9orf30	0.148358	0.255364	-0.025919	0.1106005	0.252704
CYTH2	-0.371244	0.358561	-0.280476	0.0732005000000004	-0.960584
HNRNPM	0.282142	0.164527	0.027178000000001	-0.0204445	0.601253
RBM18	0.274684000000001	0.306878999999999	-0.124775000000001	0.0111024999999998	-0.0314100000000002
AKR1C2	0.140262	-0.0437909999999988	0.237161	-0.464289999999998	0.0254379999999994
AKR1C1	0.140262	-0.0437909999999988	0.237161	-0.464289999999998	0.0254379999999994
MICALL2	-0.262314999999999	0.310685	0.184883	-0.14309	0.381596
PDHA1	0.286137999999999	0.179609000000001	0.179733000000001	-0.0766085000000007	0.0679180000000006
HEXDC	0.0973870000000003	0.639025	-0.513167	-0.324294	-0.350758
GNG4	0.371073	-0.130364	-0.0277799999999999	-0.124949	-0.419631
RNF207	-0.456229	-0.0912410000000001	0.231625999999999	-0.1174245	-0.472648
TTC28-AS1	0.0781529999999995	0.221544	-0.00106999999999946	0.267164	0.0117050000000001
SRGAP1	-0.193635	0.135483	-0.00558600000000009	0.0951279999999999	-0.647578999999999
SRGAP1	-0.296125	-0.0409470000000001	0.123238	-0.225412499999999	0.101337
ERVFRD-1	0	0.0636439999999996	-0.162065	-0.169803	-0.249002
LZTS2	0.222565	0.544962	-0.538612000000001	0.00792450000000056	0.207605999999999
PSMD6	0.107002	0.027409	-0.114406	-0.00448050000000055	-0.410198
PDSS2	0.205912000000001	-0.443779	0.527856000000001	0.4441055	0.10026
CRTAP	-0.140988999999999	0.00428100000000065	-0.066142000000001	-0.124186999999999	-0.188707000000001
OR2A9P	-0.0126440000000003	0.0737160000000001	0.111284	0.073798	-0.512502
OR2A20P	-0.0126440000000003	0.0737160000000001	0.111284	0.073798	-0.512502
DNM2	0.216150000000001	0.23588	-0.257825	-0.178843999999999	-0.116723
ADAM15	0.0347359999999997	0.387528	-0.656886	-0.2989955	-0.266543
ARMCX5	0.159775	0.0669639999999996	-0.0233829999999999	0.0745575000000001	0.246513
FRY	-0.191381	0.0475689999999998	-0.074646	0.129137000000001	-0.694535
C3orf23	0.445956	0.7762	0.391395	-0.283409500000001	0.490099
C3orf23	0.0826570000000002	0.0195990000000004	0.31768	-0.0180590000000009	0.171322
FAM120A	0.368582	0.16788	0.441239	0.0377200000000002	-0.109887
PTCD2	0.107027	0.147069	0.248602999999999	0.159772500000001	0.295009
ST7-AS1	-0.17827	-0.208113	-0.0969670000000002	-0.218572	-0.0915080000000001
GON4L	-0.627801	0.0621700000000001	0.617046	-0.139979500000001	0.577285
EXD3	0.146535	-0.433045999999999	-0.273876	0.0856234999999996	-0.160952
RPUSD3	-0.0467930000000001	-0.0273900000000005	0.14486	0.264799500000001	0.0935940000000004
CBX3	0.156429	0.144399	0.274241	-0.624971	0.178
C10orf114	0.220768000000001	0.207483	-0.394190000000001	0.0460570000000002	-0.183128
C10orf114	0.00311299999999992	0.44456	-0.237954999999999	-0.1052415	0.44311
CNTNAP3B	0.0701689999999999	-0.192588	0.264868	0.0430575000000002	-0.21982
TSGA10	-0.129784	0.363388	-0.414976	0.0524380000000004	0.214777
TSGA10	0.0311820000000003	0.13998	-0.467958	-0.041947	-0.197786
KIAA2013	-0.431154	-0.147412	0.0754700000000001	-0.034637	-0.159166
HUNK	-0.0549549999999996	-0.326513	0.0358140000000002	0.0349409999999999	-0.00853600000000032
PXMP2	0.322774	0.447019	-0.318927	-0.118467999999999	0.0501639999999997
PGAM5	0.322774	0.447019	-0.318927	-0.118467999999999	0.0501639999999997
FAM120A	0.640663	0.753298000000001	-0.224511	-0.1880145	-0.194607
FAM120A	0.602452	0.711730999999999	0.0640319999999992	-0.6383735	-0.197145000000001
CD55	0.191958999999999	0.708016	-0.141756000000001	0.171220999999999	0.415931
SLC19A1	-0.0546709999999999	-0.172508	-0.0679460000000001	0.3856535	0.176661
SLC19A1	0.290227	-0.397296	0.214469	0.0871374999999999	-0.0519850000000002
CRTAC1	-0.216277	-0.449096	0.119153	0.1100765	-0.140512
HINT1	0.0232379999999992	-0.0768799999999992	0.149130000000001	0.0631904999999993	0.0332469999999994
B3GNT7	0.0599069999999999	0.408131	-0.434611	-0.0236605000000001	0.0572010000000001
B3GNT7	0.219705	0.358942	-0.738611	0.0859050000000003	0.241988
ARL17A	0.171353	0.0117309999999993	-0.0540560000000001	-0.0124835000000001	-0.0274229999999998
ARL17B	0.171353	0.0117309999999993	-0.0540560000000001	-0.0124835000000001	-0.0274229999999998
FBXO28	0.0907539999999996	-0.00597199999999987	0.489937	0.0992710000000008	0.502390999999999
FBXO28	0.547774	0.0120659999999999	-0.19037	-0.454789000000001	0.295367
C17orf65	0.447634	0.534088	-0.273311	-0.272483499999999	0.147921
C17orf64	0.0429140000000001	0	-0.0806149999999999	0.4080575	0.0398359999999998
C22orf42	0.0655410000000005	0.565316	0	-0.000566499999999692	-0.160241
C22orf42	-0.07423	0.130694	-0.262495	-0.1690175	-0.123099
CACNA1D	-0.119652	-0.594507	0.101458	0.2632705	-0.421675
DIAPH3-AS1	-0.203816	0.142535000000001	-0.181907000000001	-0.0554765000000002	-0.128465
EIF4A2	0.255072999999999	0.012975	-0.402146999999999	-1.2631165	0.276077999999999
SNORA63	0.255072999999999	0.012975	-0.402146999999999	-1.2631165	0.276077999999999
IGFBP5	-0.230683	-0.267282	0	0.1096825	-0.000741000000000103
BTBD7	-0.579829	-0.239439	0.429853	-0.289025	0.258061000000001
PEX13	0.735356	0.645576	-0.715538	-0.447150000000001	0.296847
KLHDC7A	-0.166709	0.142279	-0.543984	-0.3709355	-0.304437
MESP2	-0.0541609999999997	0.427576	-0.450994000000001	0.00870549999999959	-0.187594
MESP2	-0.049029	0.319844	-0.0701400000000003	0.2305225	-0.0400039999999997
NBEAL2	0.0753949999999994	0.0740080000000001	0.140542	0.12118	0.348563
NMNAT2	0.0917330000000001	-0.0866630000000002	-0.0271810000000001	0.0891559999999996	-0.119077
MTMR11	-0.110600000000001	-0.250977	-0.240407	-0.21509	-0.113664
ZNF207	-0.193156	-0.224718	0.337498	-0.653887500000001	-0.342855
HHIP	-0.100461	0.170873	0.172896	0.0469675000000001	0.136356
GPR173	-0.0647250000000001	0.15946	-0.0148419999999998	0.0209799999999998	-0.266096
GPR173	-0.0453229999999998	-0.776063	0.00654500000000002	-0.0106929999999998	0.421876
MAGEE1	0.112638	0.267216	0.278471000000001	-0.0966020000000007	0.177638
BICD1	-0.0235530000000006	0.225255	0.66028	-0.416812999999999	0.0530949999999999
SIK2	0	0.364672	0.00735799999999998	0.222239	-0.072495
NEUROD1	-0.0932740000000001	-0.0531820000000001	0.0415069999999997	0.305697	-0.306164
SPEN	0.212334	1.286916	-0.658753	-0.285716000000001	-0.712651
SPEN	0.190090000000001	0.0437959999999995	0.123639	-0.0721684999999992	-0.414529
ZNF451	-0.594568000000001	-0.48395	0.921379	0.0372055000000007	0.169367
RPP30	0.114412000000001	0.0996179999999995	0.131034000000001	0.0773494999999995	0.156475
RPP30	0.74211	-0.081016	0.0233300000000001	-0.1339345	-0.31543
RPP30	0.252788	-0.612012	0.0337609999999993	0.3236265	0.0759270000000001
PPARA	-0.092911	-0.0861969999999994	0.071148	-0.1210105	0.15785
KDM6B	-0.129315999999999	-0.0402040000000001	-0.183274	0.0644674999999992	0.212986
KDM6B	-0.135095	0.354095999999999	-0.330424	-0.0439115000000001	0.178687
HIF3A	-0.0268290000000002	-0.020038	0.206153	0.177363	0.231214
HEMK1	-0.299862	-0.471533	0.0401400000000001	-0.0371600000000001	0.0559140000000005
UNC13C	-0.102151	-0.122364	0	0.218864	-0.266538
UNC13C	0	0.163896	-0.1996	-0.1701485	0.0618470000000002
NCRNA00290	0.00357299999999983	-0.00560800000000006	-0.0707040000000001	0.1802965	-0.405764
NAP1L1	0.0884290000000005	0.378627	0.177524	0.135815	0.218728
GPATCH2	-0.156165	0.309587	0.397586	-0.3045725	-0.470978000000001
DIP2A	-0.122422	-0.102322	-0.210895000000001	0.347356	0.502025
RASGRF2	-0.166176999999999	0.0396809999999999	0.0838929999999998	0.1600015	-0.245310000000001
MRPL38	-0.14124	-0.202904999999999	-0.295122	0.1364295	-0.337965000000001
FBF1	-0.14124	-0.202904999999999	-0.295122	0.1364295	-0.337965000000001
B3GNT5	-0.104094	0.104606	-0.32915	-0.1303415	-0.160823
MYLK4	0.350946	-0.439798	0.123659	0.0211260000000002	-0.0119310000000001
DHX30	0.36737	-0.352552999999999	0.787899	-0.0500789999999993	-0.0932009999999996
ARVCF	0.0310429999999995	0.382581	0.276566	0.0635659999999998	-0.00861499999999982
ITFG1	0.122566000000001	-0.325524000000001	0.149526999999999	-0.120189999999999	-0.00310100000000091
FAM55C	-0.383176	-1.025587	0.0998489999999999	0.2765215	0.257793
ESRRB	-0.209726	0.248721	0	-0.2184135	0.130079
FAM154B	0	-0.272281	-0.25469	0.2334465	0.221183
IGSF3	-0.0962750000000003	-0.358942000000001	-0.595206	-0.483556	-0.255865
HEATR7B1	0.103101	0.0579340000000004	-0.316219	-0.00419199999999975	0.542234
HEATR7B1	-0.0768279999999999	-0.570381	0.206673	0.157087	-0.301568
TAF8	0.471781	0.653826	-0.420054	-0.1150885	-0.196517
TAF8	0.329742	0.54709	-0.383349	-0.0919940000000006	-0.0622179999999997
ANKRD36B	-0.282933	-0.258339	-0.0635399999999997	-0.167504500000001	-0.0446480000000005
ANKRD36	-0.282933	-0.258339	-0.0635399999999997	-0.167504500000001	-0.0446480000000005
ANKRD36BP2	-0.282933	-0.258339	-0.0635399999999997	-0.167504500000001	-0.0446480000000005
STEAP4	0.0638739999999998	0.130693	-0.0730140000000001	0.0320490000000002	0.0860970000000001
KIAA0090	0.254367	0.103117	-0.463695	-0.228998000000001	0.0477800000000004
ZNF555	-0.159627	0.395182	0	0.0419970000000003	-0.103767
ZNF555	-0.266877	0.129975999999999	-0.0444459999999998	0.1508415	0.405451
RGS9BP	0.0820189999999998	-0.560636	0.169342	0.51147	-0.218705
C10orf90	0.0864920000000002	0.127356	-0.151513	0.1799545	-0.0799819999999998
RNASET2	-0.217044	0.30743	-0.0723210000000001	0.3542295	-0.0231310000000002
CLEC2B	-0.272512	-0.0138449999999999	0.0856199999999996	0.1136845	0.00241200000000008
SEPT7L	0	0	0.17618	0.213285	-0.147102
ZNF783	-0.0905149999999999	0.593359	-0.036016	-0.1957355	-0.378571
VCPIP1	0.209664	-0.201133	-0.131063	-0.1515355	-0.401242
VCPIP1	-0.321562	0.0982609999999999	0.0783040000000002	0.320233	0.51023
KIF6	-0.191726	0.29525	0	0.115895	-0.145818
KIF6	-0.0495040000000002	0.203816	0.0305869999999997	0.137285	-0.108621
C20orf202	-0.0344500000000005	0.00232200000000038	0.134238	0.0590979999999997	-0.143777
C20orf202	-0.176486	-0.400468	0.13614	0.0611129999999998	0
C12orf28	0.0610329999999997	-0.229399	0.095364	-0.0976220000000003	0.319873
KDM5B	-0.152316	0.0727640000000003	-0.146497	0.0731659999999996	-0.0279920000000002
PAPD4	-0.061941	-0.190011	-0.162349	0.0715525000000001	-0.399069
FGFR1OP2	0.431127999999999	0.218585	0.101584	0.316084999999999	0.554938
PPA2	0.0130110000000001	-0.508333	-0.0828360000000004	0.0242750000000003	-0.0898490000000001
PPA2	0.594857000000001	0.981470999999999	-0.016808000000001	-0.240342999999999	0.423036
POM121L12	0.00728799999999996	0.28146	0.0172639999999999	0.1915295	-0.064203
POM121L12	0.0030619999999999	-0.00561100000000003	-0.107517000000001	0.0333200000000007	0.0147499999999994
SIM1	-0.21246	-0.113396	0.043221	-0.0106755000000001	-0.0180699999999998
PRRT3	-0.175763	0.127945	-0.265825	-0.0941365000000003	0.224634
C1orf86	-0.0980359999999996	0.0489130000000007	-0.231772	0.1846475	0.240835
C2orf71	0	0.0165189999999997	-0.139647	0.1170455	-0.101443
CAND1	-0.323375	0.039917	0.133255	-0.348017	-0.0131109999999999
FILIP1	0.545035	-0.0435460000000001	0.409746999999999	-0.1493685	0.0726740000000001
RBMX	-0.606115	-0.564532	0.0268629999999996	-0.104716	0.095218
MAPK12	-0.0488500000000007	-0.153589	-0.202297000000001	0.183514	0.0432249999999996
MAPK12	-0.0277660000000006	0.0316130000000001	-0.131246	0.0232459999999994	0.0271849999999993
HEATR1	0.390426	-0.474274	-0.179441	-0.54914	0.173322
HCN1	-0.172627	-0.0935760000000001	-0.10191	0.0962400000000003	-0.081639
RGL3	-0.08284	0.163896	-0.241189	-0.0408130000000004	0.339209
RGL3	-0.0177829999999997	-0.566379	-0.0102730000000006	0.1367365	0.267996
ERICH1	0	0.149512000000001	-0.263448	0.0203920000000002	0.20013
ERICH1	-0.083043	-0.255925	0.0764880000000003	-0.102096	-0.273908
ADAMTS9-AS2	0.359499	0.100376	0.207655	0.200992	-0.220849
LY86-AS1	0.0719440000000002	0.108559	-0.0489689999999996	0.2406785	-0.343601
SNAPC5P1	0.0719440000000002	0.108559	-0.0489689999999996	0.2406785	-0.343601
LY86-AS1	-0.0750579999999998	0.116695	-0.122053	-0.151177	-0.0440369999999999
SNAPC5P1	-0.0750579999999998	0.116695	-0.122053	-0.151177	-0.0440369999999999
PHKG2	0.0181789999999999	-0.317637	-0.0887560000000001	-0.1221335	-0.0446759999999999
PHKG2	0.0450620000000006	-0.0958759999999996	0.0802569999999996	-0.176639000000001	0.405644
OLIG3	-0.266616	-0.643712	0.155892	0.1927485	-0.0705749999999998
LMO7	-0.270659999999999	-0.0693290000000006	-0.146285	0.203265	-0.0433449999999995
NAA15	-0.240252	0.206176	0.305943	-0.0579264999999998	0.403023
NAA15	0.219705	0.00255000000000027	0.370424	0.1197675	0.0225050000000007
KRTAP19-1	-0.00542899999999991	-0.0706949999999997	-0.0572780000000002	0.1401525	0.182851
KY	0.00501399999999919	0.185422	-0.121844	-0.1296895	-0.233677
LRRN4CL	-0.302500999999999	0.0828300000000004	-0.420707	0.0298760000000007	-0.103909000000001
WDR67	0.00782599999999967	-0.463484999999999	0.313233	0.1423105	0.377005
SCML4	-0.153938	-0.104819	-0.0288380000000004	0.00831900000000019	0.492313999999999
SCML4	0.0767799999999998	0.0799720000000002	-0.0414859999999999	0.2928895	-0.171204
LRRC52	-0.0574849999999998	0.206304	0.178339	0.228738	0.170787
C3orf15	0.0479530000000001	-0.217552	0.155685	-0.0339239999999998	0.00510300000000008
C3orf15	-0.050106	-0.274968	-0.0601859999999999	0.0425800000000001	-0.233763
COL1A1	0.141831	0.671884	-0.242865	-0.723310000000001	-0.913888
C12orf74	-0.192165	0.0482770000000001	0.390955	-0.0677329999999996	0.0579799999999997
MFI2	-0.13546	-0.126166	0.0617710000000002	0.1476425	0.428489
SLC39A6	0.513247	0.538123	-0.085699	-0.4404165	0.570377
ACSF3	0.0376980000000007	0	0.1048	-0.2576555	-0.0776050000000001
TRIM50	0.0275890000000008	-0.0693039999999998	0.323265	0.0725565000000001	0.25269
ENTPD3-AS1	-0.0167869999999999	-0.0552579999999998	-0.271464	0.2340195	-0.0262339999999996
HHIPL1	-0.336252	-0.05288	0.226084	0.145289	-0.125701
NAP1L4	0.219981	-0.390755	0.0939880000000004	-0.0341844999999994	0.118294
C8orf38	0.0770580000000001	-0.00522599999999995	0	0.0434174999999999	0.204611
IGSF10	-0.326616	-0.92069	0.507265	0.49486	0.667271
ZNF778	-0.0226570000000006	-0.458597	0.0594909999999995	0.0310075000000003	0.428047
PVR	-0.397312999999999	-0.0916920000000001	-0.0225190000000008	0.0131939999999986	0.0166880000000003
ARPP21	-0.0392429999999999	-0.172863	0.040184	-0.216606	-0.360814
ARPP21	0.0406410000000004	0.0809850000000001	0.108321	-0.1967475	0.237933
DPY19L4	0.359913000000001	-0.633191999999999	0.621141	0.500788	0.628184
LSAMP-AS4	0.0185140000000001	-0.36848	0.0531619999999999	-0.117919	0.130668
DRP2	0.0448719999999998	0.393359	0	0.0585035	0.25675
CASC2	0.0601370000000001	-0.567412	0.0614759999999999	0.25315	0.42718
C1orf204	-0.234831	0.302693000000001	-0.0641069999999999	0.0398049999999994	-0.363703999999999
PAX7	0.415539	-0.179391	0.117396	-0.2938805	-0.148976
FAM125A	-0.115751	-0.444543	0.212623	0.168936	0.0254799999999999
C10orf40	0.192426	0.0419010000000002	-0.0674399999999999	0	-0.00988600000000028
TTC6	0.311556	0.179885	-0.212657	-0.0678904999999999	-0.0906880000000001
TTC6	-0.173197	-0.394719	0.043234	-0.080905	-0.336051
ZFY-AS1	0.209645	0.245986	-0.00370700000000035	0.0752944999999996	0.160788
RPPH1	0.141549	0.117909	0.285771	0.1454365	0.191313999999999
GPRIN3	-0.0945239999999998	-0.138194	-0.44936	0.083723	-0.0148799999999998
